Carolyn Moos,0.0,706
Cori Chambers,0.0,706
Davalyn Cunningham,0.0,706
Gergana Slavtcheva,0.0,706
Feyonda Fitzgerald,0.0,706
Desiree Francis,0.0,706
Haley Gorecki,0.0,706
Hannah Sjerven,0.0,706
Imani Wright,0.0,706
Inga Orekhova,0.0,706
Jennifer Smith,0.0,706
Jennifer Whittle,0.0,706
Kellie Jolly Harper,0.0,706
Kenisha Bell,0.0,706
Kelsey Bolte,NULL,731
Khara Smith,NULL,731
Khadijah Rushdan,NULL,731
Kiah Gillespie,NULL,731
Kiara Smith,NULL,731
Kiera Hardy,NULL,731
Kionna Jeter,NULL,731
Kirra Jordan,NULL,731
Kitija Laksa,NULL,731
Kobi Thornton,NULL,731
Kody Burke,NULL,731
Kelley Siemon,NULL,731
Kelly Komara,NULL,731
Ke-Ke Tardy,NULL,731
Kayla Standish,NULL,731
Kate Bulger,NULL,731
Kathy Wambe,NULL,731
Katie Smrcka-Duffy,NULL,731
Kayla Jones,NULL,731
Jillian Danker,NULL,731
Johannah Leedham,NULL,731
Jill Morton,NULL,731
Jill Barta,NULL,731
Jessie Stomski,NULL,731
Jerica Watson,NULL,731
Jerkisha Dosty,NULL,731
Jermisha Dosty,NULL,731
Jessica Zinobile,NULL,731
Jessica Morrow,NULL,731
Jessica Dickson,NULL,731
Jessica Foley,NULL,731
Jessica January,NULL,731
Kahlia Lawrence,NULL,731
Kai James,NULL,731
Karen Wilkins,NULL,731
Jori Davis,NULL,731
Josephine Owino,NULL,731
Jordan Jones,NULL,731
Jordan Lewis,NULL,731
Jordan Reynolds,NULL,731
Kachine Alexander,NULL,731
Juana Brown,NULL,731
Juicy Landrum,NULL,731
Julia Reisingerová,NULL,731
Jennifer Butler,NULL,731
Jennifer George,NULL,731
Jennifer Harris,NULL,731
Jennifer Phillips,NULL,731
Jennifer Risper,NULL,731
Jenni Lingor,NULL,731
Jenna Rubino,NULL,731
Jenna Smith,NULL,731
Jazz Bond,NULL,731
Japreece Dean,NULL,731
Jana Lichnerova,NULL,731
Jamie Lewis,NULL,731
Izabela Piekarska,NULL,731
